,age_rating,app_name,app_size,copy_right,in_app_purchases,lang,num_reviews,price,review_ratings,seller_name,version,num_lang
82,12,Trigger Fist,673.3,Infrequent/Mild Realistic Violence,"Expansion Pack 1,$2.99,Next Gunner Unlock,$2.99,Next Rifleman Unlock,$2.99",['English'],3000,,4.4,Lake Effect Applications,1.12,1
83,4,Golf Clash,112.6,Â© Playdemic Ltd.,"Golden Shot Single,$0.99,Golden Shot Multiple,$4.99,A sack of gems,$9.99","['English', ' Arabic', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish', ' Vietnamese']",720900,Sports,4.5,Playdemic,2.2.3,16
84,4,Bakery Story,175.6,Â© 2018 Storm8 Studios,"24 Gems,$4.99,50 Gems,$9.99,24 Gems,$3.99",['English'],1800,Adventure,4.2,Storm8 Studios,1.8.2,1
85,12,Beat the Boss 2,236.6,Infrequent/Mild Realistic Violence,"110 Diamonds,$0.99,2500 Coins,$0.99,580 Diamonds,$4.99","['English', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Norwegian BokmÃ¥l', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Traditional Chinese']",2800,,4.7,Game Hive Corp.,2.9.2,17
86,4,Disney Crossy Road,205.3,Â© 2016 Disney,"Classic Figurine,$0.99,Rare Figurine,$1.99,Epic Figurine,$2.99","['English', ' Catalan', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish']",48600,Action,4.6,Disney,3.2,10
87,17,Rules of Survival,1400,Frequent/Intense Realistic Violence,"Special Pack 01,$0.99,60 diamonds,$0.99,300 diamonds,$4.99",['English'],120500,Adventure,4.5,NetEase Games,1.0.37,1
88,17,Deer Hunter 2018â„¢,398.3,Infrequent/Mild Realistic Violence,"Gold,$1.99,Pocket Change Gold Pack,$4.99,Pay Day Gold Pack,$19.99","['English', ' Chinese', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese']",33300,Simulation,4.7,Glu Games Inc,5.1.2,13
89,4,Pictoword: Fun New Word Games,152.8,Â© 2013 Kooapps LLC,"200 Coins,$0.99,420 Coins,$1.99,1170 Coins,$4.99",['English'],40100,Trivia,4.5,Kooapps,2.5.3,1
90,4,Geometry Dash Meltdown,61.3,Â© 2015 RobTop Games AB,,['English'],132900,Music,4.7,RobTop Games AB,1.01,1
91,17,Evil Apples: Dirty as ____.,154.1,Frequent/Intense Mature/Suggestive Themes,"Unlock All Decks Forever,$9.99,Mega Pass,$3.99,+50 Cake,$1.99",['English'],65000,Card,4.8,Evil Studios Limited,2.1,1
92,4,Run Around ì›ƒ,138,Â© Crazy Labs,"No Ads,$1.99","['English', ' Chinese', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish', ' Turkish']",5600,Action,4.5,Crazy Labs,1.5.0,11
93,12,World Series of Poker - WSOP,333.4,Frequent/Intense Simulated Gambling,"3,150,000 Chips,$2.99,10,080,000 Chips,$5.99,Respin Package,$0.99",['English'],46800,Casino,4.4,Playtika LTD,5.11.0,1
94,9,LEGOÂ® Star Warsâ„¢: TCS,865.6,Infrequent/Mild Cartoon or Fantasy Violence,"The Complete Game,$6.99,Prequel Trilogy Bundle,$1.99,Empire Character Pack (The Emperor),$0.99",['English'],3800,Adventure,4.1,Warner Bros.,1.9.19,1
95,4,Block Craft 3D: City Building,111,Â© Fun Games For Free,"Flying Ability,$2.99,Pile of Gems,$4.99,Bag of Gems,$9.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish']",49800,Role Playing,4.8,Fun Games For Free,2.10.6,9
96,12,Blackjack: Casino Card Game,125,Frequent/Intense Simulated Gambling,"Stack of Chips,$1.99,Stack of Chips,$1.99,Bundle of Chips,$0.99","['English', ' French', ' Japanese', ' Simplified Chinese', ' Spanish']",15300,Casino,4.6,MobilityWare,6.0.4,5
97,4,FIFA Soccer,137,Â© 2016 Electronic Arts Inc.Â  All Rights Reserved.,"1200 FIFA Points,$9.99,580 FIFA Points,$4.99,230 FIFA Points,$1.99","['English', ' Chinese (Hong Kong)', ' Danish', ' Dutch', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Norwegian', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Turkish']",69100,Sports,4.5,Electronic Arts,10.5.00,17
98,12,Heads Up!,107,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Adult Supervision,$0.99,Just For Kids,Free,Happy Holidays,Free","['English', ' Spanish']",50400,Card,4.8,Warner Bros.,3.9.4,2
99,4,Doodle Jump,47,"Â© 2018 Lima Sky, LLC","1000 coins,$0.99,10,000 coins,$4.99,30,000 coins,$9.99",['English'],277,Adventure,4.2,Lima Sky,3.20.2,1
100,4,Where's My Water? 2,187.4,Â© 2013 Disney,"Keychain,$0.99,Visual Hint Bundle,$0.99,Vacuum Power-up Bundle,$0.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",2200,Puzzle,4.4,Disney,1.6.2,11
101,12,Tiny Tower,184.1,Infrequent/Mild Profanity or Crude Humor,"pack of 100 Tower Bux,$4.99,pack of 10 Tower Bux,$0.99,pack of 1,000 Tower Bux,$29.99",['English'],18600,Family,4.7,NimbleBit LLC,3.6.5,1
102,4,Dancing Line,154.4,Â© cheetah technology corporation limited,"Infinite Cubes,$1.99,Remove Pop-up Ads,$5.99,Small Coin Box,$2.99","['English', ' Japanese', ' Russian', ' Simplified Chinese', ' Traditional Chinese']",50000,Music,4.7,Cheetah Technology Corporation Limited,2.2.1,5
103,4,Glow Hockey 2L,45,Â© Natenai Ariyatrakool,,['English'],431,Family,3.7,Natenai Ariyatrakool,2.2.10,1
104,12,Color Road!,179.3,Infrequent/Mild Medical/Treatment Information,"Buy Revive Life,$0.99,Remove Ads,$2.99,100 Gems,$0.99",['English'],139900,Racing,4.6,Voodoo,2.5.0,1
105,12,Dune!,238.7,Infrequent/Mild Medical/Treatment Information,"Remove Ads,$2.99,Revive,$0.99",['English'],317100,Action,4.5,Voodoo,4.4,1
106,12,myVEGAS Slots â€“ Casino Slots,285,Frequent/Intense Simulated Gambling,"Big Win Chips,$9.99,Ante Up Chips,$4.99,Mega Deal Chips,$19.99",['English'],18800,Casino,4.5,PlayStudios,2.13.0,1
107,4,Basketball Starsâ„¢,143.2,Â© Miniclip Games,"Golden Spin,$0.99,A Bunch Of Cash,$1.99,A Bunch Of Gold,$1.99","['English', ' French', ' German', ' Italian', ' Portuguese', ' Russian', ' Spanish', ' Turkish']",15000,Sports,4.4,Miniclip.com,1.16.1,8
108,4,My Singing Monsters,238.5,Â© Big Blue Bubble,"Cup of Diamonds,$1.99,Bucket of Diamonds,$4.99,Coin Purse,$0.99","['English', ' French', ' German', ' Italian', ' Portuguese', ' Russian', ' Spanish']",44100,Music,4.8,Big Blue Bubble,2.2.1,7
109,12,Bumper.io,116.2,Infrequent/Mild Mature/Suggestive Themes,"NO ADS,$2.99",['English'],17600,,4.5,Voodoo,1.1.8,1
110,4,Doodle Jump - Insanely Good!,71.6,Â© 2018 Lima Sky LLC,"10000 coins,$3.99,1000 coins,$0.99,small gold,$0.99","['English', ' French', ' German', ' Russian']",446,Action,4.1,Lima Sky,2.75.2,4
111,4,Toon Blast,254.4,Â© Peak Games 2018,"Tiny Coin Pack,$1.99,Super Bundle,$12.99,Toon Bundle,$6.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Portuguese', ' Russian', ' Spanish', ' Turkish']",595600,Puzzle,4.7,Peak Games,3212,9
112,4,Kids Doodle - Movie Kids Color & Draw,21.7,Â© 2016 Bejoy Mobile,"No Ads,$0.99","['English', ' French', ' German', ' Japanese', ' Russian', ' Simplified Chinese', ' Traditional Chinese', ' Turkish']",2200,Family,4.1,Bejoy Mobile,2.4.1,8
113,4,Extreme Car Driving Simulator,198,Â© 2017 AxesInMotion S.L.,"Casual Pack - 5500 credits,$4.99,Remove Ads,$1.99,Initial Pack - 1000 credits,$0.99",['English'],6100,Racing,4.3,AxesInMotion S.L.,4.17.5,1
114,4,Magic Jigsaw Puzzles,336.6,Â© COPYRIGHT 2010 XIMAD,"Gold Pack,$4.99,5000 coins,$4.99,1000 coins,$0.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Turkish']",116200,Board,4.6,ZiMAD,3.5.6,11
115,4,Word Crossy - A crossword game,157,Â© Word Crossy,"Word Crossy - Handful of Coins,$1.99,Coin pack,$7.99,A tiny pack of Coins offer,$0.99",['English'],110300,Word,4.5,gu yunhe,2.5.6,1
116,17,HQ - Live Trivia Game Show,144.1,Gambling and Contests,"3 Extra Lives,$9.99,1 Extra Life,$3.99",['English'],118900,Trivia,3.8,Intermedia Labs,1.3.15,1
117,4,AdVenture Capitalist,626.6,Â© 2014 Hyper Hippo Productions Ltd,"55 GoldBars,$4.99,115 Gold Bars,$9.99,20 GoldBars,$1.99",['English'],128400,Board,4.7,Kongregate,6.2.7,1
118,12,TENKYU,133.5,Infrequent/Mild Medical/Treatment Information,"NoAds,$2.99",['English'],55200,Arcade,4.5,Voodoo,3.2,1
119,4,100 PICS Quiz,98.9,100Â® PICS Â© 2017 Poptacular,"150 Coins,$0.99,Skip Word,$0.99,350 Coins,$1.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Norwegian BokmÃ¥l', ' Portuguese', ' Spanish', ' Swedish']",7900,Trivia,4.6,Poptacular Ltd,2.67,10
120,4,Roll the BallÂ® - slide puzzle,216.2,Â© 2015 BitMango All right reserved,"AD FREE,$1.99,3 Solutions,$0.99,16 Solutions,$4.99",['English'],10500,Board,4.6,BitMango,1.7.40,1
121,4,Cookie Jam Matching Game,203.2,Â© Jam City,"Order of 25 coins,$0.99,Stack of 135 coins,$4.99,Jar of 275 coins,$9.99","['English', ' Czech', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Greek', ' Hebrew', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Malay', ' Norwegian BokmÃ¥l', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Thai', ' Traditional Chinese', ' Turkish', ' Vietnamese']",65800,Puzzle,4.7,"Jam City, Inc.",8.0.117,25
122,4,Chess âˆ™,65.3,Â© 2018 Optime Software LLC,,['English'],8700,Board,4.4,Optime Software LLC,1.76,1
123,4,TetrisÂ® Blitz,141.3,Â© 2017 Electronic Arts Inc. Tetris Â® & Â© 1985~2016 TetrisÂ® Holding. All Rights Reserved.,"INVERSION,$0.99,GIFTING TREE,$1.99,SMALL SPIN PACK,$1.99","['English', ' Chinese', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish']",23500,Puzzle,4.7,Electronic Arts,4.4.0,11
124,4,Candy Crush Jelly Saga,206.4,Â© King.com Limited 2014-2016. All rights reserved.,"Hard Currency XS,$0.99,XS Gold Bar package,$0.99,Hard Currency XS,$1.99","['English', ' Chinese', ' Japanese', ' Korean', ' Simplified Chinese', ' Traditional Chinese']",10300,Puzzle,4.4,King,2.2.4,6
125,9,Tomb of the Mask,149.7,Infrequent/Mild Cartoon or Fantasy Violence,"Diamond Membership (1 week),$7.99,Remove ads,$0.99,Fistful of Coins,$0.99","['English', ' Chinese', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish']",57300,Arcade,4.7,Playgendary,1.5.1,10
126,17,DoubleDown Casino Slots & More,42.4,Frequent/Intense Simulated Gambling,"Ante-Up Pack,$7.99,Rookie Pack,$2.99,ALL IN Pack,$99.99","['English', ' French', ' German', ' Italian', ' Portuguese', ' Spanish']",252000,Casino,4.6,Double Down Interactive LLC,4.5.5,6
127,12,Fallout Shelter,1200,Infrequent/Mild Mature/Suggestive Themes,"Bundle of 5 Lunchboxes,$2.99,Lunchbox,$0.99,Bundle of 40 Lunchboxes,$9.99","['French', ' German', ' Italian', ' Russian', ' Spanish']",156100,Role Playing,4.8,Bethesda,1.13.12,5
128,4,My Talking Angela,504.5,Â© Outfit7 Limited,"Pile of Diamonds,$1.99,Bag of Diamonds,$4.99,Box of Diamonds (-70%),$5.99","['English', ' Arabic', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",104800,Family,4.6,Outfit7 Limited,3.7.1,13
129,9,Hill Climb Racing 2,170.2,Infrequent/Mild Cartoon or Fantasy Violence,"Stack of Gems,$0.99,Pile of Gems,$4.99,Cup of Gems,$1.99",['English'],19500,Racing,4.5,Fingersoft,1.17.0,1
130,12,Covet Fashion,153.3,Infrequent/Mild Sexual Content and Nudity,"Handful of Diamonds,$1.99,Cluster of Diamonds,$4.99,Pile of Diamonds,$9.99","['English', ' French', ' German', ' Italian', ' Portuguese', ' Spanish']",15200,Role Playing,4.3,Crowdstar Inc,3.22.51,6
131,17,MORTAL KOMBAT X,1100,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Dread Flask of Warrior Souls,$19.99,Bottle of Nameless Souls,$9.99,Vial of Captured Souls,$2.99","['English', ' Chinese', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",13600,Card,4.3,Warner Bros.,1.18.2,13
132,4,Need for Speed No Limits,1500,"Need for Speedâ„¢ No Limits Â©2017 Electronic Arts Inc. EA, the EA logo, Need for Speed, the â€œNâ€ù icon and the Need for Speed logo are trademarks of Electronic Arts Inc.","Box of Gold,$1.99,Suitcase,$4.99,Box of Gold,$1.99","['English', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",76200,Racing,4.8,Electronic Arts,2.12.1,12
133,4,Wheel of Fortune: Show Puzzles,325,Â© Scopely Inc,"Scoop of Diamonds,$4.99,Pouch of Diamonds,$1.99,Bag of Diamonds,$9.99",['English'],104700,Trivia,4.5,Scopely,3.34.1,1
134,4,Design Home,198.4,"Â© 2016-2018 Crowdstar, Inc.","Handful of Diamonds,$1.99,Cluster of Diamonds,$4.99,Pile of Diamonds,$9.99","['English', ' French', ' German', ' Spanish']",85000,Simulation,4.5,Crowdstar Inc,1.11.01,4
135,4,Clumsy Ninja,240.8,Â© (2013-2017) NaturalMotion Games Ltd,"Bag of Gems,$2.99,Box of Toys 1,$2.99,Sack of Gems,$4.99","['English', ' French', ' German', ' Italian', ' Spanish']",90400,Family,4.8,NaturalMotion,1.31.1,5
136,12,Highway Rider,169.7,Infrequent/Mild Realistic Violence,"1k Gas Caps,$0.99,10k Gas Caps,$4.99,100k Gas Caps,$11.99",['English'],2000,Racing,4.4,"Battery Acid Games, Inc.",2.0.2,1
137,4,DragonVale,189.7,Â© 2018 Backflip Studios LLC,"Pile of Gems,$1.99,Sack of Gems,$4.99,Bag of Gems,$9.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish', ' Traditional Chinese']",27800,Family,4.7,Backflip Studios,4.7,10
138,4,ZigZag,120.3,Â© Ketchapp,"Remove Ads,$1.99",['English'],25600,Action,4.2,Ketchapp,1.2.1,1
139,4,Word Connect Â_,160.8,Â© Zentertain Ltd.,"Coin Pack A,$0.99,Coin Pack B,$2.99,Coin Pack C,$4.99","['English', ' Arabic', ' Dutch', ' French', ' Hindi', ' Indonesian', ' Italian', ' Japanese', ' Portuguese', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",654200,Word,4.8,Zentertain Ltd.,2.282.0,12
140,4,Talking Tom Gold Run,255.2,Â© Outfit7 Limited,"Batch of dynamite,$1.99,Pile of dynamite,$4.99,Batch of dynamite,$2.99","['English', ' Arabic', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",178100,Action,4.7,Outfit7 Limited,2.8.2,13
141,12,Big Fish Casino: Slots & Games,123.6,Infrequent/Mild Sexual Content and Nudity,"PREMIUM,$19.99,TYCOON,$99.99,TITAN,$9.99",['English'],105500,Casino,4.6,"Big Fish Games, Inc",10.8.4,1
142,12,Slotomaniaâ„¢ Vegas Casino Slots,206.5,Frequent/Intense Simulated Gambling,"Mini Package,$1.99,Advanced Package,$4.99,Pro Package,$19.99",['English'],36100,Casino,4.2,Playtika LTD,2.87.1,1
143,12,Coin Dozer,266.2,Frequent/Intense Simulated Gambling,"Plus 50 Coins,$0.99,Get 60 Coins,$0.99,Get 300 Coins,$4.99",['English'],21700,Casino,4.7,Game Circus LLC,18.6,1
144,12,Ballz,104.6,Infrequent/Mild Profanity or Crude Humor,"Remove ads,$2.99,200 Rings,$0.99,900 Rings,$2.99",['English'],47500,Action,4.4,Ketchapp,1.2.1,1
145,4,Pet Rescue Saga,119.6,Â© King.com Limited 2013-2016. All rights reserved.,"Gold Bars x9,$0.99,Extra Moves,$0.99,Pet Rescue Full Life package,$0.99","['English', ' Chinese', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Norwegian', ' Portuguese', ' Simplified Chinese', ' Spanish', ' Swedish', ' Turkish']",2500,Puzzle,4.4,King,1.149.12,16
146,4,Sky Burger - Build & Match Food Free,146.8,Â© 2016 NimbleBit LLC,"10 Zaps,$0.99,50 Zaps,$2.99,200 Zaps,$9.99","['English', ' Japanese', ' Simplified Chinese']",3200,Family,4.2,NimbleBit LLC,3.0.3,3
147,12,SongPop,68.6,Infrequent/Mild Mature/Suggestive Themes,"Small Coins Pack,$0.99,Medium Coins Pack,$4.99,Big Coins Pack,$9.99","['English', ' Czech', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Traditional Chinese', ' Turkish']",2300,Music,4.3,FreshPlanet Inc.,1.26.27,16
148,12,Kim Kardashian: Hollywood,425.5,Infrequent/Mild Cartoon or Fantasy Violence,"Small Star Pack,$4.99,Medium Star Pack,$9.99,Large Star Pack,$19.99",['English'],52900,Adventure,4.7,Glu Games Inc,9.2.0,1
149,12,Paper.io,253.5,Infrequent/Mild Horror/Fear Themes,"Remove ads,$2.99,FAIR BUCKET,$2.99,BEGINNER PACK,$0.99",['English'],78900,Arcade,4.5,Voodoo,3.7,1
150,12,Hungry Shark World,325.2,Infrequent/Mild Horror/Fear Themes,"Can full of Gems,$4.99,Can full of Gold,$4.99,Bucket full of Gems,$9.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",94700,Action,4.8,Ubisoft,3.0.0,12
151,4,Charades!â„¢,62.5,Â© 2018 FatChicken Studios,"Remove Ads,$0.99,500 Coins & Remove Ads,$3.99,500 Coins,$3.99",['English'],1600,Card,4.4,FatChicken Studios,2.7.1,1
152,12,Flip Diving,221.3,Frequent/Intense Cartoon or Fantasy Violence,"Ticket Starter,$0.99,Ticket stack,$1.99,Super Ticket Stack,$4.99",['English'],8100,Sports,4.5,Miniclip.com,2.9.0,1
153,4,Dragon City Mobile,173.8,Â© 2015 Socialpoint,"Pouch of Gems,$1.99,Sack of Gems,$4.99,Vessel of Gems,$9.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",137900,Role Playing,4.8,Social Point,8.4,12
154,4,Checkers ãƒ»,89.5,Â© 2018 Optime Software LLC,,['English'],7500,Board,4.2,Optime Software LLC,2.66,1
155,4,Angry Birds Go!,479.8,Â© Rovio Entertainment Ltd,"Jenga Game,$1.99,Pile of gems,$4.99,Handful of gems,$2.99","['French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",2800,Racing,3.8,Rovio Entertainment Oyj,2.8.3,10
156,4,Fruit Ninja Classic,108.8,Â© 2011 Halfbrick Studios,"Starfruit Pack 1,$1.99,Starfruit Pack 2,$4.99,Starfruit Pack 3,$9.99","['English', ' Arabic', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish']",743,Arcade,4.2,Halfbrick Studios,2.4.1,16
157,4,Six!,127.9,Â© Gram Games 2016,"Remove Ads,$3.99",['English'],2300,Puzzle,4.1,Gram Games,3.0.0,1
158,4,Farm Heroes Saga,209.5,Â© King.com Limited 2011-2016. All rights reserved.,"XS Gold Bars package,$0.99,S Gold Bars package,$4.99,M Gold Bars package,$9.99","['English', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Norwegian', ' Portuguese', ' Spanish', ' Swedish', ' Turkish']",2300,Puzzle,4.1,King,5.1.8,14
159,12,Choices: Stories You Play,132.5,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Box of Diamonds,$1.99,Bag of Diamonds,$4.99,Pile of Keys,$1.99",['English'],23700,Role Playing,3.8,Pixelberry Studios,2.3.5,1
160,4,Tic Tac Toe âˆ™,56.3,Â© 2018 Optime Software LLC,,['English'],5400,Board,4,Optime Software LLC,2.65,1
161,4,Word Link - Word Puzzle Game,138,Â© Worzzle Team,"240 Diamonds,$0.99,Diamond Pack Special Offer,$0.99,720 Diamonds,$2.99",['English'],136100,Word,4.6,ZHOU JIAPING,2.2.8,1
162,12,Love Balls,220.4,Infrequent/Mild Mature/Suggestive Themes,"No Ads!,$3.99,3 Hints,$0.99,17 Hints,$4.99","['English', ' Simplified Chinese']",376200,Board,4.6,Super Tapx,1.2.7,2
163,9,Smashy Road: Wanted,166.8,Infrequent/Mild Profanity or Crude Humor,"tank destroyer,$3.99,the flipper,$3.99,moneyman,$3.99",['English'],4800,Racing,4.2,Bearbit Studios B.V.,1.2.4,1
164,9,UNO â„¢ & Friends,131.5,Infrequent/Mild Profanity or Crude Humor,"Tokens Pack 1,$1.99,Nice Tokens Pack 2,$2.99,Pack of Scratches,$1.99","['English', ' Arabic', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",7100,Card,3.6,Gameloft,3.3.4,14
165,4,Jigsaw Puzzle,138,Â© 2017 MobilityWare,"Premium Upgrade,$3.99,World of Color II,$4.99,Beautiful Nature Series Upgrade Bundle,$4.99","['English', ' Arabic', ' Bengali', ' Bulgarian', ' Catalan', ' Chinese', ' Croatian', ' Czech', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Greek', ' Gujarati', ' Hebrew', ' Hindi', ' Hungarian', ' Indonesian', ' Italian', ' Japanese', ' Kannada', ' Korean', ' Latvian', ' Malay', ' Malayalam', ' Marathi', ' Norwegian BokmÃ¥l', ' Persian', ' Polish', ' Portuguese', ' Punjabi', ' Romanian', ' Russian', ' Simplified Chinese', ' Slovak', ' Slovenian', ' Spanish', ' Swedish', ' Tamil', ' Telugu', ' Thai', ' Traditional Chinese', ' Turkish', ' Ukrainian', ' Vietnamese']",122800,Board,4.7,"Critical Hit Software, LLC",3.14.7,46
166,12,Injustice: Gods Among Us,2,Infrequent/Mild Realistic Violence,"Catwoman's Diamond Stash,$9.99,Deathstroke's Blood Money,$4.99,Bruce Wayne's Trust Fund,$19.99","['English', ' Chinese', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",48700,Card,4.8,Warner Bros.,1.21,13
167,12,Zynga Poker - Texas Holdem,190.9,Frequent/Intense Simulated Gambling,"Medium Case,$19.99,Starter Stack,$0.99,Big Stack,$4.99","['English', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",15200,Casino,4.5,Zynga Inc.,21.53,12
168,17,Happy Wheels,54.8,Frequent/Intense Profanity or Crude Humor,"Remove Ads,$1.99",['English'],12400,Racing,4.4,Jim Bonacci,1.1.3,1
169,4,Word Cookies!â„¢,155.2,Â© 2016 BitMango All right reserved,"240 coins,$0.99,1340 coins,$4.99,720 coins,$2.99",['English'],57800,Word,4.6,BitMango,3.0.2,1
170,4,aa,14,Â© 2018 General Adaptive Apps Pty Ltd,"Skip Level,$0.99,Remove Ads,$1.99,Unlock All Levels,$3.99",['English'],3300,Strategy,3.8,General Adaptive Apps Pty Ltd,2.0.2,1
171,4,SimCity BuildIt,132.6,"SimCity BuildiIt Â© 2017 Electronic Arts Inc. EA, the EA Logo and SimCity are trademarks of Electronic Arts Inc.  All other trademarks are the property of their respective owners.","Pocketful of SimCash,$4.99,Little Stack of SimCash,$9.99,Nice Pile of SimCash,$19.99","['English', ' Dutch', ' Finnish', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",16800,Strategy,4.2,Electronic Arts,1.23.2,16
172,12,QuizUpâ„¢,167.9,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Remove Ads,$2.99,80 Gems,$0.99,1000 Gems,$9.99","['English', ' French', ' German', ' Portuguese', ' Spanish']",3000,Trivia,3.4,Glu Games Inc,3.9.9,5
173,17,Sniper Shooter: Gun Shooting,126.4,Infrequent/Mild Cartoon or Fantasy Violence,"Continue,$0.99,Sniper Shooter VIP,$7.99,Shotgun Sniper Gift Card,$1.99",['English'],56900,Role Playing,4.9,Fun Games For Free,5.0.13,1
174,4,1010!,162.5,Â© Gram Games 2017,"Remove Ads,$1.99,Life Refill,$0.99",['English'],4900,Board,3.8,Gram Games,65,1
175,12,Pixel Gun 3D: Battle Royale,2.6,Frequent/Intense Cartoon or Fantasy Violence,"Small Stack of Coins,$0.99,Medium Stack of Coins,$2.99,Big Stack of Coins,$4.99",['English'],332200,Simulation,4.8,Cubic Games,15.1.2,1
176,9,Castle Clash: War Empire,515.5,Infrequent/Mild Cartoon or Fantasy Violence,"230 gems,$1.99,1,400 gems,$9.99,3,000 gems,$19.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish', ' Thai', ' Turkish']",7800,Strategy,3.9,IGG.COM,1.9.7,11
177,9,Boom Beach,168.8,Infrequent/Mild Cartoon or Fantasy Violence,"Pile of Diamonds,$4.99,Pouch of Diamonds,$9.99,Bag of Diamonds,$19.99","['English', ' Arabic', ' Dutch', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Malay', ' Norwegian BokmÃ¥l', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish', ' Vietnamese']",95100,Strategy,4.7,Supercell,35.119,18
178,4,Block! Hexa Puzzleâ„¢,148.3,Â© 2016 BitMango All right reserved,"10 Hints,$0.99,55 Hints,$4.99,110 Hints,$8.99",['English'],9900,Board,4.5,BitMango,1.5.10,1
