,age_rating,app_name,app_size,copy_right,in_app_purchases,lang,num_reviews,price,review_ratings,seller_name,version,num_lang
179,12,MARVEL Contest of Champions,192.5,Infrequent/Mild Profanity or Crude Humor,"PETER PARKER'S WALLET,$4.99,STAR-LORD'S LOOT BAG,$9.99,TONY STARK'S BRIEFCASE,$29.99","['English', ' Arabic', ' Dutch', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Norwegian BokmÃ¥l', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish']",127500,Adventure,4.6,Kabam,19.1.0,17
180,4,NBA LIVE Mobile Basketball,143.3,Â© Electronic Arts. All Right Reserved,"500 NBA Cash,$4.99,1,050 NBA Cash,$9.99,200 NBA Cash,$1.99","['English', ' Dutch', ' French', ' German', ' Italian', ' Korean', ' Portuguese', ' Russian', ' Spanish', ' Turkish']",173500,Sports,4.6,Electronic Arts,2.3.1,10
181,4,â–»Sudoku,76.5,Â© Finger Arts,,"['English', ' French', ' German', ' Italian', ' Japanese', ' Simplified Chinese', ' Spanish']",184500,Board,4.8,Finger Arts,6.7,7
182,9,Agar.io,73.6,Infrequent/Mild Profanity or Crude Humor,"Stack of Coins,$1.99,Pile of Coins,$4.99,Starter Pack,$1.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Portuguese', ' Russian', ' Spanish', ' Turkish']",3600,Strategy,4.6,Miniclip.com,2.2.8,9
183,12,Dumb Ways to Die 2: The Games,745.1,Frequent/Intense Cartoon or Fantasy Violence,"Kidsâ€™ Mode,$2.99,Remove Ads,$0.99,Pile Oâ€™ Tokens,$0.99",['English'],1600,Sports,4.1,Metro Trains Melbourne Pty Ltd,1.99,1
184,17,PUBG MOBILE,2.2,Frequent/Intense Realistic Violence,"180  Unknown Cash,$2.99,600  Unknown Cash,$9.99,60 Unknown Cash,$0.99",['English'],132900,Strategy,4.5,Tencent Mobile International Limited,0.7.0,1
185,4,CSR Racing 2,2.6,Â© (2015-2017) NaturalMotion Games Ltd,"Super Nitrous,$2.99,Set of Gold Keys,$9.99,Set of Silver Keys,$2.99","['English', ' Arabic', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",195500,Racing,4.7,NaturalMotion,1.21.0,12
186,4,Two Dots,325.3,Â© Playdots Inc.,"Power Up + 5 Moves,$0.99,Lives Refill,$0.99,Power Up: 5 Moves +1 Bomb,$0.99",['English'],21500,Board,4.6,"Playdots, Inc.",3.30.8,1
187,9,Minecraft,216.8,Infrequent/Mild Cartoon or Fantasy Violence,"Minecraft Store Item 6,$5.99,Minecraft Store Item 2,$1.99,City Texture Pack,$2.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",87200,Adventure,4.3,Mojang,1.5.2,11
188,12,Criminal Case,132.4,Infrequent/Mild Mature/Suggestive Themes,"Instant Access,$0.99,Instant Analysis,$0.99,Instant Analysis,$1.99","['English', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish', ' Traditional Chinese', ' Turkish']",12600,Adventure,4.6,Pretty Simple,1.24,12
189,4,Can You Escape,64.3,Â© MobiGrow,"Bonus Level Pack 1,$0.99,Remove Ads,$0.99,Walkthroughs,$0.99","['English', ' Czech', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Traditional Chinese', ' Turkish']",9100,Adventure,4.4,Kaarel Kirsipuu,2,16
190,12,Hole.io,359.9,Infrequent/Mild Medical/Treatment Information,"No Ads,$2.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish']",386000,Sports,4.5,Voodoo,1.3.2,9
191,4,Piano Tiles â„¢,21.4,Â© 2014 HU WEN ZENG,"5,000 tiles,$0.99,Remove Ad Forever,$0.99,50,000 tiles,$4.99","['English', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish']",3700,Music,4.3,Cheetah Technology Corporation Limited,4.2.0,13
192,12,4 Pics 1 Word,147.2,Infrequent/Mild Profanity or Crude Humor,"Bag of Coins 1,$0.99,Bag of Coins 2,$1.99,Bag of Coins 3,$4.99",['English'],13400,Trivia,4.7,LOTUM GmbH,8.7.1,1
193,9,Hello Neighbor,1200,Infrequent/Mild Horror/Fear Themes,"Full Hello Neighbor Game,$14.99",['English'],24500,Adventure,3.8,tinyBuild LLC,1.03,1
194,12,The Simpsonsâ„¢: Tapped Out,90,Infrequent/Mild Profanity or Crude Humor,"Golden Scratch-R,$0.99,Truckload of 300 Donuts,$19.99,Tray of 132 Donuts,$9.99","['English', ' Danish', ' Dutch', ' French', ' German', ' Italian', ' Korean', ' Norwegian', ' Norwegian BokmÃ¥l', ' Norwegian Nynorsk', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Thai', ' Traditional Chinese', ' Turkish']",39600,Adventure,4.7,Electronic Arts,4.34.0,18
195,4,Panda Pop - Bubble Shooter,366.6,Â© Jam City,"XS coin pack,$0.99,S coin pack,$2.99,L coin pack,$9.99","['English', ' Arabic', ' Danish', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Norwegian', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Traditional Chinese', ' Turkish']",360100,Puzzle,4.6,"Jam City, Inc.",6.9.100,16
196,4,Where's My Water? Lite,84.3,Â© 2011 Disney,,"['English', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",583,Family,3.9,Disney,1.10.0,11
197,4,Toy Blast,335.3,Â© 2015 Peak Games,"25 Coins,$0.99,140 Coins,$4.99,Tiny Coin Pack,$1.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Portuguese', ' Spanish', ' Turkish']",255900,Puzzle,4.7,Peak Games,5423,8
198,4,Rise Up,207.1,Â© Serkan Ozyilmaz,"No Ads,$2.99,Removes Ads,$2.99",['English'],515700,Adventure,4.3,Serkan Ozyilmaz,1.6,1
199,12,Bowmasters - Multiplayer Game,316.9,Infrequent/Mild Profanity or Crude Humor,"Diamond Membership (weekly),$7.99,Starter Pack,$0.99,Starter Pack,$1.99","['English', ' Chinese', ' Simplified Chinese', ' Traditional Chinese']",835000,Action,4.6,Playgendary,2.13.3,4
200,4,Smash Hit,94.9,Â© Mediocre AB,"Premium,$1.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Russian', ' Simplified Chinese', ' Spanish']",40100,Action,4.6,Mediocre AB,1.4.2,9
201,4,Geometry Dash Lite,72.5,Â© 2014 RobTop Games AB,,['English'],10400,Music,4.4,RobTop Games AB,2.2,1
202,12,Helix Jump,121.8,Infrequent/Mild Cartoon or Fantasy Violence,"No ads,$2.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish']",641900,Action,4.6,Voodoo,1.1.3,9
203,17,Deer Hunter Classic,275.7,Frequent/Intense Realistic Violence,"Pocket Change Gold Pack,$4.99,Pay Day Gold Pack,$19.99,Spending Money Gold Pack,$9.99","['English', ' Chinese', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",2200,,4.2,Glu Games Inc,3.9.9,12
204,4,Paper Toss,204,Â© 2018 Backflip Studios LLC,"Remove Ads,$0.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",6000,Simulation,4.5,Backflip Studios,2.1.1,11
205,12,Hungry Shark Evolution,436.8,Infrequent/Mild Realistic Violence,"20 Gems,$1.99,60 Gems,$4.99,2000 Coins,$1.99","['English', ' Chinese', ' French', ' German', ' Italian', ' Kanuri', ' Portuguese', ' Russian', ' Spanish', ' Turkish']",13200,Action,4.6,Ubisoft,6.0.0,10
206,4,Racing Penguin: Slide and Fly!,88.9,Â© Top Free Games,"Super Penguin,$11.99,3 Super Fishes,$1.99,Fun Mode,$19.99",['English'],4300,Action,4.2,Top Free Games,5.8.19,1
207,12,Asphalt 8: Airborne,2.1,Frequent/Intense Cartoon or Fantasy Violence,"Rookie Credit Pack,$1.99,Driver Credit Pack,$4.99,Pilot Credit Pack,$9.99","['English', ' Afrikaans', ' Arabic', ' Bengali', ' Chinese', ' Croatian', ' Czech', ' Danish', ' Dutch', ' Filipino', ' Finnish', ' French', ' German', ' Greek', ' Gujarati', ' Hebrew', ' Hindi', ' Hungarian', ' Indonesian', ' Italian', ' Japanese', ' Kannada', ' Korean', ' Malay', ' Malayalam', ' Marathi', ' Norwegian BokmÃ¥l', ' Polish', ' Portuguese', ' Punjabi', ' Russian', ' Simplified Chinese', ' Slovak', ' Spanish', ' Swedish', ' Tamil', ' Telugu', ' Thai', ' Traditional Chinese', ' Turkish', ' Vietnamese']",75300,Racing,4.7,Gameloft,3.7.0,41
208,4,Hello Stars,188.3,Â© Fastone Games,"1800 Coins,$0.99,Superior Bundle,$4.99,10,000 Coins,$4.99",['English'],53000,Board,4.6,Fastone Games,1.8.3,1
209,4,My Talking Tom,327.5,Â© Outfit7 Limited,"Stack of Gold Coins,$1.99,Pouch of Gold Coins,$4.99,Chest of Gold Coins (-70%),$5.99","['English', ' Arabic', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",93500,Role Playing,4.5,Outfit7 Limited,4.8,13
210,12,2048,21.9,Infrequent/Mild Sexual Content and Nudity,"Remove ads,$2.99","['English', ' French', ' Japanese', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish']",8600,Board,4.2,Ketchapp,2.3,7
211,4,Real Racing 3,1100,Real Racing 3 Â© 2016 Electronic Arts Inc. All rights reserved.,"Handful of Gold,$1.99,Stack of Gold,$19.99,Pile of Gold,$9.99","['English', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",123600,Racing,4.8,Electronic Arts,6.4.2,12
212,12,Dumb Ways to Die,414.3,Frequent/Intense Cartoon or Fantasy Violence,"Remove Ads,$1.99,Coin Doubler,$1.99,Dumb Amount of Coins,$1.99",['English'],6200,Action,4.3,Metro Trains Melbourne Pty Ltd,2.9.2,1
213,4,Stack,115.2,Â© Ketchapp,"Remove Ads,$2.99",['English'],40200,Action,4.4,Ketchapp,2.1.1,1
214,9,Plants vs. Zombiesâ„¢ 2,107.4,Infrequent/Mild Horror/Fear Themes,"Coin Pack 10000,$4.99,Coin Pack 5000,$2.99,Coin Pack 20000,$9.99","['English', ' French', ' German', ' Italian', ' Portuguese', ' Spanish']",107300,Strategy,4.8,PopCap,6.8.1,6
215,4,Unblock Me,73.7,"Â© 2009-2018 Kiragames Co., Ltd.","99 Hints Pack,$0.99,30 Classic Unblock Me Hints,$0.99,Remove Ads,$0.99","['English', ' Filipino', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Malay', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish']",11500,Board,4.9,"Kiragames Co., Ltd.",1.6.06,16
216,4,Hay Day,136.9,Â© 2012-2017 Supercell,"Pile of Diamonds,$1.99,Bag of Diamonds,$4.99,Sack of Diamonds,$9.99","['English', ' Arabic', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Malay', ' Norwegian BokmÃ¥l', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Thai', ' Traditional Chinese', ' Turkish', ' Vietnamese']",104300,Family,4.6,Supercell,1.39.93,22
217,4,MADDEN NFL Football,109.2,Â© 2017 Electronic Arts Inc. All Rights Reserved.,"500 Madden Cash,$4.99,1,050 Madden Cash,$9.99,2,200 Madden Cash,$19.99",['English'],278500,Sports,4.7,Electronic Arts,4.3.6,1
218,4,CSR Racing,505.2,Â© (2012-2017) NaturalMotion Games Ltd,"HIGH ROLLER,$4.99,A FEW CHIPS ,$2.99,EXECUTIVE CASE,$9.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish']",27200,Racing,4.7,NaturalMotion,5.0.0,10
219,12,Snake VS Block,101,Infrequent/Mild Realistic Violence,"Remove Ads,$2.99",['English'],259800,Action,4.5,Voodoo,1.24,1
220,4,Bejeweled Blitz,139.4,Â©2013 Electronic Arts Inc. Bejeweled and PopCap are trademarks of Electronic Arts Inc. All rights reserved.,"Package of 5 Extra Spins,$0.99,Package of 100,000 Coins,$1.99,Package of 270,000 Coins,$4.99",['English'],5200,Puzzle,3.2,PopCap,2.6.0,1
221,17,Sniper 3D Assassin: FPS Battle,238.8,Frequent/Intense Realistic Violence,"Premium,$4.99,Pocket of Diamonds,$4.99,Pocket of Coins,$4.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish']",986400,Action,4.9,Fun Games For Free,2.16.5,9
222,9,Hill Climb Racing,129.1,Infrequent/Mild Cartoon or Fantasy Violence,"150 000 coins & ad-free,$1.99,2 000 000 coins & ad-free ,$9.99,750 000 coins & ad-free,$4.99",['English'],3500,Racing,4.4,Fingersoft,1.37.1,1
223,4,Words With Friends â€“ Word Game,184.3,Â© 2018 Zynga Inc.,"Pack of Coins,$0.99,Handful of Coins,$4.99,Stack of Coins,$9.99","['English', ' French', ' German', ' Italian', ' Portuguese', ' Spanish']",4600,Word,3.8,Zynga Inc.,10.68.1,6
224,4,Bike Race: Motorcycle Racing,125.7,Â© Top Free Games,"Bike Race Plus,$7.99,Ghost bike,$7.99,Ninja Bike,$2.99","['English', ' Arabic', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese', ' Turkish']",177100,Racing,4.9,Top Free Games,7.18.1,13
225,4,Words With Friends Classic,216.4,Â© 2017 Zynga Inc.,"Vision (x10),$0.99,Word-O-Meter,$2.99,Tile Pile,$0.99","['English', ' French', ' German', ' Italian', ' Portuguese', ' Spanish']",15000,Word,4.5,Zynga Inc.,11.0.2,6
226,4,Draw Something Classic,101,"Â© 2012 OMGPOP, Inc.","400 coins,$1.99,1,200 coins,$4.99,3,000 coins,$9.99",['English'],32100,Word,4.6,OMGPOP,3.1.30,1
227,9,Minion Rush,214.1,Infrequent/Mild Profanity or Crude Humor,"Stack of Tokens,$1.99,Pile of Tokens Game Pack,$4.99,Crate of Tokens Game Pack,$9.99","['English', ' Arabic', ' Chinese', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish']",72300,Family,4.6,Gameloft,5.6.1,16
228,4,Fruit NinjaÂ®,217.3,Â© 2011 Halfbrick Studios,"Starfruit Pack 1,$1.99,Bucket of Starfruit,$0.99,Starter Pack,$0.99","['English', ' Arabic', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Polish', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish']",4200,Action,4.1,Halfbrick Studios,2.6.7,16
229,4,Flow Free,26.2,Â© 2018 Big Duck Games LLC,"20 Hints,$2.99,5 Hints,$0.99,Unlock All Packs and Remove Ads,$3.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",10300,Board,4.6,Big Duck Games LLC,3.3,11
230,4,Solitaire,116.3,Â© 2017 MobilityWare,,"['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Traditional Chinese']",64600,Casino,4.5,MobilityWare,5.2.0,11
231,4,Trivia Crack,323.6,Â© Etermax S.A.,"Full recharge,$0.99,12000 coins pack,$9.99,5500 coins pack,$4.99","['English', ' Arabic', ' Basque', ' Catalan', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Greek', ' Hebrew', ' Hindi', ' Icelandic', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Norwegian BokmÃ¥l', ' Polish', ' Portuguese', ' Romanian', ' Russian', ' Simplified Chinese', ' Spanish', ' Swedish', ' Traditional Chinese', ' Turkish', ' Vietnamese']",211600,Trivia,4.5,Etermax,2.78.0,28
232,4,slither.io,33.8,Â© 2017 Lowtech Studios LLC,"Remove Ads,$3.99",['English'],27500,Simulation,4,Lowtech Studios LLC,1.5.0,1
233,4,Super Mario Run,227.5,"Â© 2016 Nintendo Co., Ltd.","All 6 Worlds,$9.99","['English', ' Dutch', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish', ' Traditional Chinese']",19500,Action,3.9,"Nintendo Co., Ltd.",3.0.11,11
234,4,8 Ball Poolâ„¢,136.5,Â© Miniclip Games,"Stack of Coins,$1.99,Golden Spin,$0.99,Pile of Coins,$4.99","['English', ' French', ' German', ' Italian', ' Japanese', ' Korean', ' Portuguese', ' Russian', ' Spanish', ' Turkish']",176100,Simulation,4.6,Miniclip.com,4.0.1,10
235,9,Temple Run 2,148.5,Infrequent/Mild Cartoon or Fantasy Violence,"Handful of Gems,$0.99,Usain Bolt,$0.99,Handful of Coins,$0.99",['English'],118100,Adventure,4.6,"Imangi Studios, LLC",1.49.1,1
236,9,Temple Run,125,Infrequent/Mild Cartoon or Fantasy Violence,"2,500 Coin Pack,$0.99,25,000 Coin Pack,$4.99,75,000 Coin Pack,$9.99",['English'],35700,Action,4.4,"Imangi Studios, LLC",1.9.1,1
237,9,Subway Surfers,183.9,Infrequent/Mild Cartoon or Fantasy Violence,"7,500 Coins,$0.99,25 Keys,$4.99,45,000 Coins,$4.99","['English', ' Portuguese', ' Spanish']",74500,Action,4.5,Kiloo,1.90.0,3
238,4,Candy Crush Saga,215.2,Â© King.com Limited 2011-2016. All rights reserved.,"Extra Moves,$0.99,Extra Lives,$0.99,10x Gold Bars package,$0.99","['English', ' Croatian', ' Czech', ' Danish', ' Dutch', ' Finnish', ' French', ' German', ' Hungarian', ' Italian', ' Japanese', ' Korean', ' Norwegian BokmÃ¥l', ' Polish', ' Portuguese', ' Romanian', ' Russian', ' Slovak', ' Spanish', ' Swedish', ' Turkish']",398400,Puzzle,4.6,King,1.129.0,21
239,9,Clash of Clans,133.3,Infrequent/Mild Cartoon or Fantasy Violence,"Pile of Gems,$4.99,Bag of Gems,$9.99,Sack of Gems,$19.99","['English', ' Arabic', ' Dutch', ' Finnish', ' French', ' German', ' Indonesian', ' Italian', ' Japanese', ' Korean', ' Malay', ' Norwegian BokmÃ¥l', ' Portuguese', ' Russian', ' Simplified Chinese', ' Spanish', ' Thai', ' Traditional Chinese', ' Turkish', ' Vietnamese']",436400,Strategy,4.7,Supercell,10.322.16,20
