age_rating,app_name,app_size,copy_right,in_app_purchases,lang,num_reviews,price,review_ratings,seller_name,version
4+,Farm Heroes Saga,209.5 MB,© King.com Limited 2011-2016. All rights reserved.,"XS Gold Bars package,$0.99,S Gold Bars package,$4.99,M Gold Bars package,$9.99","English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian, Portuguese, Spanish, Swedish, Turkish",2.3K Ratings,"
                    #107 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.1,King,Version 5.1.8
12+,Choices: Stories You Play,132.5 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Box of Diamonds,$1.99,Bag of Diamonds,$4.99,Pile of Keys,$1.99",English,23.7K Ratings,"
                    #3 in Role Playing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.8,Pixelberry Studios,Version 2.3.5
4+,Tic Tac Toe ∙,56.3 MB,© 2018 Optime Software LLC,,English,5.4K Ratings,"
                    #63 in Board
                  ,
                    ,
                  ,Free",4,Optime Software LLC,Version 2.65
4+,Word Link - Word Puzzle Game,138 MB,© Worzzle Team,"240 Diamonds,$0.99,Diamond Pack Special Offer,$0.99,720 Diamonds,$2.99",English,136.1K Ratings,"
                    #1 in Word
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,ZHOU JIAPING,Version 2.2.8
12+,Love Balls,220.4 MB,Infrequent/Mild Mature/Suggestive Themes,"No Ads!,$3.99,3 Hints,$0.99,17 Hints,$4.99","English, Simplified Chinese",376.2K Ratings,"
                    #3 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Super Tapx,Version 1.2.7
9+,Smashy Road: Wanted,166.8 MB,Infrequent/Mild Profanity or Crude Humor,"tank destroyer,$3.99,the flipper,$3.99,moneyman,$3.99",English,4.8K Ratings,"
                    #22 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.2,Bearbit Studios B.V.,Version 1.2.4
9+,UNO ™ & Friends,131.5 MB,Infrequent/Mild Profanity or Crude Humor,"Tokens Pack 1,$1.99,Nice Tokens Pack 2,$2.99,Pack of Scratches,$1.99","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",7.1K Ratings,"
                    #2 in Card
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.6,Gameloft,Version 3.3.4
4+,Jigsaw Puzzle,138 MB,© 2017 MobilityWare,"Premium Upgrade,$3.99,World of Color II,$4.99,Beautiful Nature Series Upgrade Bundle,$4.99","English, Arabic, Bengali, Bulgarian, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Malay, Malayalam, Marathi, Norwegian Bokmål, Persian, Polish, Portuguese, Punjabi, Romanian, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",122.8K Ratings,"
                    #14 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,"Critical Hit Software, LLC",Version 3.14.7
12+,Injustice: Gods Among Us,2 GB,Infrequent/Mild Realistic Violence,"Catwoman's Diamond Stash,$9.99,Deathstroke's Blood Money,$4.99,Bruce Wayne's Trust Fund,$19.99","English, Chinese, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",48.7K Ratings,"
                    #46 in Card
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.8,Warner Bros.,Version 1.21
12+,Zynga Poker - Texas Holdem,190.9 MB,Frequent/Intense Simulated Gambling,"Medium Case,$19.99,Starter Stack,$0.99,Big Stack,$4.99","English, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese, Turkish",15.2K Ratings,"
                    #23 in Casino
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Zynga Inc.,Version 21.53
17+,Happy Wheels,54.8 MB,Frequent/Intense Profanity or Crude Humor,"Remove Ads,$1.99",English,12.4K Ratings,"
                    #21 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,Jim Bonacci,Version 1.1.3
4+,Word Cookies!™,155.2 MB,© 2016 BitMango All right reserved,"240 coins,$0.99,1340 coins,$4.99,720 coins,$2.99",English,57.8K Ratings,"
                    #16 in Word
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,BitMango,Version 3.0.2
4+,aa,14 MB,© 2018 General Adaptive Apps Pty Ltd,"Skip Level,$0.99,Remove Ads,$1.99,Unlock All Levels,$3.99",English,3.3K Ratings,"
                    #63 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.8,General Adaptive Apps Pty Ltd,Version 2.0.2
4+,SimCity BuildIt,132.6 MB,"SimCity BuildiIt © 2017 Electronic Arts Inc. EA, the EA Logo and SimCity are trademarks of Electronic Arts Inc.  All other trademarks are the property of their respective owners.","Pocketful of SimCash,$4.99,Little Stack of SimCash,$9.99,Nice Pile of SimCash,$19.99","English, Dutch, Finnish, French, German, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",16.8K Ratings,"
                    #30 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.2,Electronic Arts,Version 1.23.2
12+,QuizUp™,167.9 MB,"Infrequent/Mild Alcohol, Tobacco, or Drug Use or References","Remove Ads,$2.99,80 Gems,$0.99,1000 Gems,$9.99","English, French, German, Portuguese, Spanish",3K Ratings,"
                    #29 in Trivia
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.4,Glu Games Inc,Version 3.9.9
17+,Sniper Shooter: Gun Shooting,126.4 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Continue,$0.99,Sniper Shooter VIP,$7.99,Shotgun Sniper Gift Card,$1.99",English,56.9K Ratings,"
                    #20 in Role Playing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.9,Fun Games For Free,Version 5.0.13
4+,1010!,162.5 MB,© Gram Games 2017,"Remove Ads,$1.99,Life Refill,$0.99",English,4.9K Ratings,"
                    #39 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.8,Gram Games,Version 65
12+,Pixel Gun 3D: Battle Royale,2.6 GB,Frequent/Intense Cartoon or Fantasy Violence,"Small Stack of Coins,$0.99,Medium Stack of Coins,$2.99,Big Stack of Coins,$4.99",English,332.2K Ratings,"
                    #18 in Simulation
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.8,Cubic Games,Version 15.1.2
9+,Castle Clash: War Empire,515.5 MB,Infrequent/Mild Cartoon or Fantasy Violence,"230 gems,$1.99,1,400 gems,$9.99,3,000 gems,$19.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Thai, Turkish",7.8K Ratings,"
                    #62 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.9,IGG.COM,Version 1.9.7
9+,Boom Beach,168.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Pile of Diamonds,$4.99,Pouch of Diamonds,$9.99,Bag of Diamonds,$19.99","English, Arabic, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish, Vietnamese",95.1K Ratings,"
                    #70 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Supercell,Version 35.119
4+,Block! Hexa Puzzle™,148.3 MB,© 2016 BitMango All right reserved,"10 Hints,$0.99,55 Hints,$4.99,110 Hints,$8.99",English,9.9K Ratings,"
                    #23 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,BitMango,Version 1.5.10
12+,MARVEL Contest of Champions,192.5 MB,Infrequent/Mild Profanity or Crude Humor,"PETER PARKER'S WALLET,$4.99,STAR-LORD'S LOOT BAG,$9.99,TONY STARK'S BRIEFCASE,$29.99","English, Arabic, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",127.5K Ratings,"
                    #14 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Kabam,Version 19.1.0
4+,NBA LIVE Mobile Basketball,143.3 MB,© Electronic Arts. All Right Reserved,"500 NBA Cash,$4.99,1,050 NBA Cash,$9.99,200 NBA Cash,$1.99","English, Dutch, French, German, Italian, Korean, Portuguese, Russian, Spanish, Turkish",173.5K Ratings,"
                    #15 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Electronic Arts,Version 2.3.1
4+,▻Sudoku,76.5 MB,© Finger Arts,,"English, French, German, Italian, Japanese, Simplified Chinese, Spanish",184.5K Ratings,"
                    #65 in Board
                  ,
                    ,
                  ,Free",4.8,Finger Arts,Version 6.7
9+,Agar.io,73.6 MB,Infrequent/Mild Profanity or Crude Humor,"Stack of Coins,$1.99,Pile of Coins,$4.99,Starter Pack,$1.99","English, French, German, Italian, Japanese, Portuguese, Russian, Spanish, Turkish",3.6K Ratings,"
                    #19 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Miniclip.com,Version 2.2.8
12+,Dumb Ways to Die 2: The Games,745.1 MB,Frequent/Intense Cartoon or Fantasy Violence,"Kids’ Mode,$2.99,Remove Ads,$0.99,Pile O’ Tokens,$0.99",English,1.6K Ratings,"
                    #30 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.1,Metro Trains Melbourne Pty Ltd,Version 1.99
17+,PUBG MOBILE,2.2 GB,Frequent/Intense Realistic Violence,"180  Unknown Cash,$2.99,600  Unknown Cash,$9.99,60 Unknown Cash,$0.99",English,132.9K Ratings,"
                    #1 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Tencent Mobile International Limited,Version 0.7.0
4+,CSR Racing 2,2.6 GB,© (2015-2017) NaturalMotion Games Ltd,"Super Nitrous,$2.99,Set of Gold Keys,$9.99,Set of Silver Keys,$2.99","English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",195.5K Ratings,"
                    #5 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,NaturalMotion,Version 1.21.0
4+,Two Dots,325.3 MB,© Playdots Inc.,"Power Up + 5 Moves,$0.99,Lives Refill,$0.99,Power Up: 5 Moves +1 Bomb,$0.99",English,21.5K Ratings,"
                    #29 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,"Playdots, Inc.",Version 3.30.8
9+,Minecraft,216.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,"Minecraft Store Item 6,$5.99,Minecraft Store Item 2,$1.99,City Texture Pack,$2.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",87.2K Ratings,"
                    #1 in Adventure
                  ,
                    ,
                  ,$6.99,Offers In-App Purchases",4.3,Mojang,Version 1.5.2
12+,Criminal Case,132.4 MB,Infrequent/Mild Mature/Suggestive Themes,"Instant Access,$0.99,Instant Analysis,$0.99,Instant Analysis,$1.99","English, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Traditional Chinese, Turkish",12.6K Ratings,"
                    #30 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Pretty Simple,Version 1.24
4+,Can You Escape,64.3 MB,© MobiGrow,"Bonus Level Pack 1,$0.99,Remove Ads,$0.99,Walkthroughs,$0.99","English, Czech, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",9.1K Ratings,"
                    #83 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,Kaarel Kirsipuu,Version 2.0
12+,Hole.io,359.9 MB,Infrequent/Mild Medical/Treatment Information,"No Ads,$2.99","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",386K Ratings,"
                    #1 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Voodoo,Version 1.3.2
4+,Piano Tiles ™,21.4 MB,© 2014 HU WEN ZENG,"5,000 tiles,$0.99,Remove Ad Forever,$0.99,50,000 tiles,$4.99","English, Dutch, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",3.7K Ratings,"
                    #15 in Music
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,Cheetah Technology Corporation Limited,Version 4.2.0
12+,4 Pics 1 Word,147.2 MB,Infrequent/Mild Profanity or Crude Humor,"Bag of Coins 1,$0.99,Bag of Coins 2,$1.99,Bag of Coins 3,$4.99",English,13.4K Ratings,"
                    #30 in Trivia
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,LOTUM GmbH,Version 8.7.1
9+,Hello Neighbor,1.2 GB,Infrequent/Mild Horror/Fear Themes,"Full Hello Neighbor Game,$14.99",English,24.5K Ratings,"
                    #2 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.8,tinyBuild LLC,Version 1.03
12+,The Simpsons™: Tapped Out,90 MB,Infrequent/Mild Profanity or Crude Humor,"Golden Scratch-R,$0.99,Truckload of 300 Donuts,$19.99,Tray of 132 Donuts,$9.99","English, Danish, Dutch, French, German, Italian, Korean, Norwegian, Norwegian Bokmål, Norwegian Nynorsk, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish",39.6K Ratings,"
                    #34 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Electronic Arts,Version 4.34.0
4+,Panda Pop - Bubble Shooter,366.6 MB,© Jam City,"XS coin pack,$0.99,S coin pack,$2.99,L coin pack,$9.99","English, Arabic, Danish, French, German, Italian, Japanese, Korean, Norwegian, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish",360.1K Ratings,"
                    #26 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,"Jam City, Inc.",Version 6.9.100
4+,Where's My Water? Lite,84.3 MB,© 2011 Disney,,"English, Dutch, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish, Traditional Chinese",583 Ratings,"
                    #75 in Family
                  ,
                    ,
                  ,Free",3.9,Disney,Version 1.10.0
4+,Toy Blast,335.3 MB,© 2015 Peak Games,"25 Coins,$0.99,140 Coins,$4.99,Tiny Coin Pack,$1.99","English, French, German, Italian, Japanese, Portuguese, Spanish, Turkish",255.9K Ratings,"
                    #27 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Peak Games,Version 5423
4+,Rise Up,207.1 MB,© Serkan Ozyilmaz,"No Ads,$2.99,Removes Ads,$2.99",English,515.7K Ratings,"
                    #3 in Adventure
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,Serkan Ozyilmaz,Version 1.6
12+,Bowmasters - Multiplayer Game,316.9 MB,Infrequent/Mild Profanity or Crude Humor,"Diamond Membership (weekly),$7.99,Starter Pack,$0.99,Starter Pack,$1.99","English, Chinese, Simplified Chinese, Traditional Chinese",835K Ratings,"
                    #13 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Playgendary,Version 2.13.3
4+,Smash Hit,94.9 MB,© Mediocre AB,"Premium,$1.99","English, French, German, Italian, Japanese, Korean, Russian, Simplified Chinese, Spanish",40.1K Ratings,"
                    #89 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Mediocre AB,Version 1.4.2
4+,Geometry Dash Lite,72.5 MB,© 2014 RobTop Games AB,,English,10.4K Ratings,"
                    #7 in Music
                  ,
                    ,
                  ,Free",4.4,RobTop Games AB,Version 2.2
12+,Helix Jump,121.8 MB,Infrequent/Mild Cartoon or Fantasy Violence,"No ads,$2.99","English, French, German, Italian, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",641.9K Ratings,"
                    #4 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Voodoo,Version 1.1.3
17+,Deer Hunter Classic,275.7 MB,Frequent/Intense Realistic Violence,"Pocket Change Gold Pack,$4.99,Pay Day Gold Pack,$19.99,Spending Money Gold Pack,$9.99","English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",2.2K Ratings,"
                    ,
                  ,Free,Offers In-App Purchases",4.2,Glu Games Inc,Version 3.9.9
4+,Paper Toss,204 MB,© 2018 Backflip Studios LLC,"Remove Ads,$0.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",6K Ratings,"
                    #192 in Simulation
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Backflip Studios,Version 2.1.1
12+,Hungry Shark Evolution,436.8 MB,Infrequent/Mild Realistic Violence,"20 Gems,$1.99,60 Gems,$4.99,2000 Coins,$1.99","English, Chinese, French, German, Italian, Kanuri, Portuguese, Russian, Spanish, Turkish",13.2K Ratings,"
                    #38 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Ubisoft,Version 6.0.0
4+,Racing Penguin: Slide and Fly!,88.9 MB,© Top Free Games,"Super Penguin,$11.99,3 Super Fishes,$1.99,Fun Mode,$19.99",English,4.3K Ratings,"
                    #182 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.2,Top Free Games,Version 5.8.19
12+,Asphalt 8: Airborne,2.1 GB,Frequent/Intense Cartoon or Fantasy Violence,"Rookie Credit Pack,$1.99,Driver Credit Pack,$4.99,Pilot Credit Pack,$9.99","English, Afrikaans, Arabic, Bengali, Chinese, Croatian, Czech, Danish, Dutch, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Malay, Malayalam, Marathi, Norwegian Bokmål, Polish, Portuguese, Punjabi, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Vietnamese",75.3K Ratings,"
                    #16 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Gameloft,Version 3.7.0
4+,Hello Stars,188.3 MB,© Fastone Games,"1800 Coins,$0.99,Superior Bundle,$4.99,10,000 Coins,$4.99",English,53K Ratings,"
                    #1 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Fastone Games,Version 1.8.3
4+,My Talking Tom,327.5 MB,© Outfit7 Limited,"Stack of Gold Coins,$1.99,Pouch of Gold Coins,$4.99,Chest of Gold Coins (-70%),$5.99","English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",93.5K Ratings,"
                    #12 in Role Playing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Outfit7 Limited,Version 4.8
12+,2048,21.9 MB,Infrequent/Mild Sexual Content and Nudity,"Remove ads,$2.99","English, French, Japanese, Portuguese, Russian, Simplified Chinese, Spanish",8.6K Ratings,"
                    #24 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.2,Ketchapp,Version 2.3
4+,Real Racing 3,1.1 GB,Real Racing 3 © 2016 Electronic Arts Inc. All rights reserved.,"Handful of Gold,$1.99,Stack of Gold,$19.99,Pile of Gold,$9.99","English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",123.6K Ratings,"
                    #13 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.8,Electronic Arts,Version 6.4.2
12+,Dumb Ways to Die,414.3 MB,Frequent/Intense Cartoon or Fantasy Violence,"Remove Ads,$1.99,Coin Doubler,$1.99,Dumb Amount of Coins,$1.99",English,6.2K Ratings,"
                    #58 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.3,Metro Trains Melbourne Pty Ltd,Version 2.9.2
4+,Stack,115.2 MB,© Ketchapp,"Remove Ads,$2.99",English,40.2K Ratings,"
                    #88 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,Ketchapp,Version 2.1.1
9+,Plants vs. Zombies™ 2,107.4 MB,Infrequent/Mild Horror/Fear Themes,"Coin Pack 10000,$4.99,Coin Pack 5000,$2.99,Coin Pack 20000,$9.99","English, French, German, Italian, Portuguese, Spanish",107.3K Ratings,"
                    #5 in Strategy
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.8,PopCap,Version 6.8.1
4+,Unblock Me,73.7 MB,"© 2009-2018 Kiragames Co., Ltd.","99 Hints Pack,$0.99,30 Classic Unblock Me Hints,$0.99,Remove Ads,$0.99","English, Filipino, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",11.5K Ratings,"
                    #49 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.9,"Kiragames Co., Ltd.",Version 1.6.06
4+,Hay Day,136.9 MB,© 2012-2017 Supercell,"Pile of Diamonds,$1.99,Bag of Diamonds,$4.99,Sack of Diamonds,$9.99","English, Arabic, Danish, Dutch, Finnish, French, German, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmål, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",104.3K Ratings,"
                    #17 in Family
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Supercell,Version 1.39.93
4+,MADDEN NFL Football,109.2 MB,© 2017 Electronic Arts Inc. All Rights Reserved.,"500 Madden Cash,$4.99,1,050 Madden Cash,$9.99,2,200 Madden Cash,$19.99",English,278.5K Ratings,"
                    #13 in Sports
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,Electronic Arts,Version 4.3.6
4+,CSR Racing,505.2 MB,© (2012-2017) NaturalMotion Games Ltd,"HIGH ROLLER,$4.99,A FEW CHIPS ,$2.99,EXECUTIVE CASE,$9.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",27.2K Ratings,"
                    #44 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.7,NaturalMotion,Version 5.0.0
12+,Snake VS Block,101 MB,Infrequent/Mild Realistic Violence,"Remove Ads,$2.99",English,259.8K Ratings,"
                    #11 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Voodoo,Version 1.24
4+,Bejeweled Blitz,139.4 MB,©2013 Electronic Arts Inc. Bejeweled and PopCap are trademarks of Electronic Arts Inc. All rights reserved.,"Package of 5 Extra Spins,$0.99,Package of 100,000 Coins,$1.99,Package of 270,000 Coins,$4.99",English,5.2K Ratings,"
                    #183 in Puzzle
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.2,PopCap,Version 2.6.0
17+,Sniper 3D Assassin: FPS Battle,238.8 MB,Frequent/Intense Realistic Violence,"Premium,$4.99,Pocket of Diamonds,$4.99,Pocket of Coins,$4.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",986.4K Ratings,"
                    #16 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.9,Fun Games For Free,Version 2.16.5
9+,Hill Climb Racing,129.1 MB,Infrequent/Mild Cartoon or Fantasy Violence,"150 000 coins & ad-free,$1.99,2 000 000 coins & ad-free ,$9.99,750 000 coins & ad-free,$4.99",English,3.5K Ratings,"
                    #20 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.4,Fingersoft,Version 1.37.1
4+,Words With Friends – Word Game,184.3 MB,© 2018 Zynga Inc.,"Pack of Coins,$0.99,Handful of Coins,$4.99,Stack of Coins,$9.99","English, French, German, Italian, Portuguese, Spanish",4.6K Ratings,"
                    #29 in Word
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.8,Zynga Inc.,Version 10.68.1
4+,Bike Race: Motorcycle Racing,125.7 MB,© Top Free Games,"Bike Race Plus,$7.99,Ghost bike,$7.99,Ninja Bike,$2.99","English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",177.1K Ratings,"
                    #4 in Racing
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.9,Top Free Games,Version 7.18.1
4+,Words With Friends Classic,216.4 MB,© 2017 Zynga Inc.,"Vision (x10),$0.99,Word-O-Meter,$2.99,Tile Pile,$0.99","English, French, German, Italian, Portuguese, Spanish",15K Ratings,"
                    #33 in Word
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Zynga Inc.,Version 11.0.2
4+,Draw Something Classic,101 MB,"© 2012 OMGPOP, Inc.","400 coins,$1.99,1,200 coins,$4.99,3,000 coins,$9.99",English,32.1K Ratings,"
                    #22 in Word
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,OMGPOP,Version 3.1.30
9+,Minion Rush,214.1 MB,Infrequent/Mild Profanity or Crude Humor,"Stack of Tokens,$1.99,Pile of Tokens Game Pack,$4.99,Crate of Tokens Game Pack,$9.99","English, Arabic, Chinese, French, German, Indonesian, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",72.3K Ratings,"
                    #7 in Family
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Gameloft,Version 5.6.1
4+,Fruit Ninja®,217.3 MB,© 2011 Halfbrick Studios,"Starfruit Pack 1,$1.99,Bucket of Starfruit,$0.99,Starter Pack,$0.99","English, Arabic, French, German, Indonesian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",4.2K Ratings,"
                    #45 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.1,Halfbrick Studios,Version 2.6.7
4+,Flow Free,26.2 MB,© 2018 Big Duck Games LLC,"20 Hints,$2.99,5 Hints,$0.99,Unlock All Packs and Remove Ads,$3.99","English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",10.3K Ratings,"
                    #18 in Board
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.6,Big Duck Games LLC,Version 3.3
4+,Solitaire,116.3 MB,© 2017 MobilityWare,,"English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese",64.6K Ratings,"
                    #13 in Casino
                  ,
                    ,
                  ,Free",4.5,MobilityWare,Version 5.2.0
4+,Trivia Crack,323.6 MB,© Etermax S.A.,"Full recharge,$0.99,12000 coins pack,$9.99,5500 coins pack,$4.99","English, Arabic, Basque, Catalan, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Icelandic, Indonesian, Italian, Japanese, Korean, Norwegian Bokmål, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese, Turkish, Vietnamese",211.6K Ratings,"
                    #2 in Trivia
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4.5,Etermax,Version 2.78.0
4+,slither.io,33.8 MB,© 2017 Lowtech Studios LLC,"Remove Ads,$3.99",English,27.5K Ratings,"
                    #9 in Simulation
                  ,
                    ,
                  ,Free,Offers In-App Purchases",4,Lowtech Studios LLC,Version 1.5.0
4+,Super Mario Run,227.5 MB,"© 2016 Nintendo Co., Ltd.","All 6 Worlds,$9.99","English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish, Traditional Chinese",19.5K Ratings,"
                    #24 in Action
                  ,
                    ,
                  ,Free,Offers In-App Purchases",3.9,"Nintendo Co., Ltd.",Version 3.0.11
